record_id,year,state,district,season,crop_type,sowing_date,seed_variety,area_sown_hectares,irrigation_type,rainfall_mm,temperature_min_c,temperature_max_c,temperature_avg_c,humidity_pct,growing_season_days,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_type,soil_moisture_pct,previous_yield_tonnes_ha,yield_trend_pct_yoy,ndvi,yield_tonnes_per_hectare
AGRI-04024,2020,Rajasthan,Kota,Kharif,Rice,2020-06-21,Swarna,6.58,Irrigated,1191.2,19.9,31.3,24.9,74.8,123,7.06,86.4,36.9,66.1,Clay,42.1,4.46,6,0.747,3.07
AGRI-04025,2019,Karnataka,Mandya,Rabi,Wheat,2019-11-25,HD-2967,1.83,Irrigated,733.8,14.5,29.1,21.1,54.5,136,5.64,56.8,72.5,69.2,Clay Loam,40.2,3.78,4.3,0.682,2.02
AGRI-04026,2017,Rajasthan,Udaipur,Kharif,Rice,2017-07-14,BPT-5204,16.68,Rainfed,1007,23.4,38.5,31.2,78.8,140,6.48,176,68.7,68.6,Clay,37.8,3.99,-3.3,0.661,2.99
AGRI-04027,2019,Madhya Pradesh,Sagar,Kharif,Rice,2019-06-07,Swarna,3.67,Irrigated,1086.7,19.4,32.5,25.9,80.1,126,5.62,101.4,35.1,8,Silty Loam,32.8,3.81,6,0.528,2.76
AGRI-04028,2021,Maharashtra,Nagpur,Rabi,Maize,2021-11-12,P-3396,5.29,Irrigated,772.8,18,32.9,27.1,75.7,112,6.68,86.1,43.2,75.3,Silty Loam,40,3.26,-8.1,0.614,2.84
AGRI-04029,2019,Rajasthan,Kota,Kharif,Soybean,2019-06-10,JS-335,1.22,Rainfed,563.7,17.6,31.2,23.8,75.5,93,7.13,123.2,82,71.1,Loamy,30.7,1.37,11.1,0.741,1.38
AGRI-04030,2023,Madhya Pradesh,Jabalpur,Rabi,Maize,2023-12-13,HQPM-1,2.34,Drip Irrigated,970.2,17,29.4,24.4,70.9,101,6.33,144.7,90.7,73.7,Loamy,34.6,4.47,-15.7,0.667,2.96
AGRI-04031,2020,Karnataka,Belagavi,Kharif,Cotton,2020-06-07,RCH-2,7.22,Drip Irrigated,772.2,20.7,35.5,26.4,54.8,182,5.86,25,67.2,72.6,Black,26.6,1.56,2.5,0.61,1.36
AGRI-04032,2023,Madhya Pradesh,Ujjain,Rabi,Groundnut,2023-10-17,GG-20,5.22,Rainfed,549.9,20.3,36.8,26.6,37.5,127,7.36,160.4,48.4,99.1,Red Loam,35.7,2.07,-1.3,0.683,1.4
AGRI-04033,2022,Punjab,Bathinda,Kharif,Cotton,2022-07-07,Bunny-Bt,4.43,Irrigated,813.5,19.9,36.6,26.2,64.2,170,5.65,126.3,76.2,38.3,Alluvial,36.8,2.18,-8.1,0.56,1.33
AGRI-04034,2018,Karnataka,Dharwad,Kharif,Rice,2018-07-21,BPT-5204,1.9,Irrigated,1227.1,15.8,34.2,25.2,80.8,147,6.83,193.1,42.6,48.5,Silty Loam,30.8,4.64,-0.2,0.481,2.84
AGRI-04035,2025,Rajasthan,Kota,Kharif,Maize,2025-07-12,HQPM-1,11.08,Rainfed,461.2,18.8,34.2,26.4,69.7,97,6.17,125.4,63.1,37.8,Loamy,33.8,3.53,-6.2,0.591,2.57
AGRI-04036,2018,Rajasthan,Jaipur,Rabi,Wheat,2018-12-02,GW-322,18.88,Rainfed,496.1,17,34.6,25.3,63.9,149,7.17,132.6,76.3,30.3,Loamy,27.5,3.67,18.8,0.785,3.18
AGRI-04037,2025,Karnataka,Kalaburagi,Kharif,Rice,2025-07-09,Swarna,1.08,Irrigated,1038.1,17.9,31.5,25.1,83.7,110,6.44,114.2,45.7,53,Silty Loam,49.9,4.04,10.6,0.706,3.17
AGRI-04038,2023,Punjab,Ludhiana,Kharif,Groundnut,2023-07-19,Kadiri-6,0.7,Rainfed,631.5,18.8,32,24.4,57.1,133,6.27,94.7,76,33.1,Sandy Loam,34.6,1.95,-1.8,0.573,1.54
AGRI-04039,2020,Gujarat,Junagadh,Kharif,Cotton,2020-07-11,Bt-Cotton,2.27,Irrigated,763.9,22.5,34.3,29.2,52,179,5.97,115.1,58.1,56.6,Sandy Loam,43.6,1.71,2.9,0.5,1.67
AGRI-04040,2021,Karnataka,Belagavi,Rabi,Wheat,2021-10-18,HD-2967,20.5,Rainfed,500.4,12.7,27.8,19.2,60.1,139,6.97,113.3,54.7,17.5,Clay Loam,24.6,3.89,5.2,0.512,2.19
AGRI-04041,2020,Rajasthan,Kota,Kharif,Rice,2020-07-25,Pusa-44,1.39,Irrigated,1067.9,23.9,39.5,30.7,73,130,6.43,84.2,66.4,72.1,Clay,45.5,4.08,-6.6,0.63,3.09
AGRI-04042,2018,Rajasthan,Kota,Kharif,Rice,2018-07-12,Swarna,0.7,Drip Irrigated,1045.9,23.6,37.4,32,74.3,129,6.48,114.5,28.8,53.4,Clay,47.6,4.05,14.8,0.704,3.73
AGRI-04043,2017,Karnataka,Mandya,Kharif,Soybean,2017-07-12,NRC-37,17.12,Irrigated,850.9,18.3,30.9,23.6,66.7,108,6.32,86.8,60.6,39.7,Black,47.6,1.68,-6.6,0.712,1.15
AGRI-04044,2024,Gujarat,Surat,Kharif,Rice,2024-06-21,BPT-5204,1.6,Rainfed,1343.9,25,39.3,32.7,78,141,6.05,71.8,57,36.4,Clay,30.7,4.95,-0.8,0.556,2.64
AGRI-04045,2020,Rajasthan,Jodhpur,Kharif,Cotton,2020-06-30,RCH-2,2.96,Drip Irrigated,349.9,22.5,38.3,29,60.2,153,6.59,130.1,45.1,61.2,Alluvial,34.3,2.44,11.4,0.773,1.65
AGRI-04046,2022,Gujarat,Junagadh,Rabi,Groundnut,2022-10-17,TG-37A,0.56,Irrigated,378.4,20.5,35.6,27.9,43.4,107,7.36,73.3,42.4,35.5,Red Loam,44.2,2.18,4.5,0.594,1.15
AGRI-04047,2023,Gujarat,Junagadh,Kharif,Groundnut,2023-07-04,TG-37A,17.88,Irrigated,792.2,18.4,31.3,25.5,63.7,113,6.33,110.2,89.6,52,Loamy,41.2,2.86,2.2,0.647,1.95
AGRI-04048,2019,Madhya Pradesh,Indore,Kharif,Rice,2019-07-25,Swarna,3.34,Irrigated,1075.9,24.1,36.2,30.5,91.8,139,6.88,44.1,84.5,61.9,Silty Loam,33.2,3.24,-4.5,0.711,2.71
AGRI-04049,2018,Rajasthan,Jodhpur,Rabi,Groundnut,2018-10-27,GG-20,4.72,Rainfed,464.8,19.9,32.5,26.8,54,131,6.19,170,53,110.6,Loamy,38.1,2.83,3.3,0.736,1.74
AGRI-04050,2025,Gujarat,Banaskantha,Kharif,Groundnut,2025-06-12,TG-37A,0.64,Rainfed,669,14.9,33.1,22.9,40.4,130,5.95,117,50.7,49.6,Loamy,32.5,2.1,10.6,0.786,1.44
AGRI-04051,2025,Rajasthan,Kota,Kharif,Groundnut,2025-07-14,GG-20,6.42,Irrigated,1034.2,14.4,29.3,21.4,61.4,100,6.48,89.3,49.7,16.3,Sandy Loam,31.7,2.11,-10,0.747,1.01
AGRI-04052,2025,Madhya Pradesh,Indore,Kharif,Soybean,2025-07-15,JS-335,0.86,Rainfed,677.8,18,33.6,23.7,65.2,110,5.9,194.5,86.9,50.4,Sandy Loam,24.7,1.52,0.7,0.572,1.2
AGRI-04053,2021,Madhya Pradesh,Indore,Rabi,Maize,2021-10-25,P-3396,11.76,Rainfed,535,19.3,31.6,26,55,125,5.23,134.2,42.3,41,Silty Loam,31.3,3.9,-2.5,0.51,1.66
AGRI-04054,2019,Maharashtra,Nashik,Rabi,Groundnut,2019-11-25,GG-20,5.96,Irrigated,700.4,18.4,34.1,23.9,54.5,120,5.81,100.8,94,40.8,Loamy,37.6,2.91,-4.8,0.725,1.79
AGRI-04055,2025,Madhya Pradesh,Indore,Kharif,Maize,2025-06-23,DHM-117,7.64,Rainfed,648.1,16,32.3,24.5,44.3,126,6.98,117.9,66.9,52.5,Sandy Loam,35.2,3.05,9.9,0.535,2.7
AGRI-04056,2021,Rajasthan,Kota,Kharif,Maize,2021-07-25,HQPM-1,1.98,Rainfed,715.1,17.7,32.8,23.1,83.8,123,5.98,63.4,56.5,36.1,Silty Loam,33.3,4.78,-3.6,0.635,2.09
AGRI-04057,2025,Maharashtra,Nagpur,Rabi,Groundnut,2025-10-22,Kadiri-6,0.52,Irrigated,800,18.1,31.8,25.3,57.3,109,7.1,122.6,39.9,73.6,Red Loam,34.2,2.04,-2.2,0.564,1.57
AGRI-04058,2024,Karnataka,Belagavi,Kharif,Maize,2024-07-23,P-3396,9.17,Rainfed,769.4,18.9,34.8,26.8,51.6,108,6,192.4,89,102.9,Sandy Loam,27.5,3.48,-16.3,0.542,2.49
AGRI-04059,2020,Madhya Pradesh,Ujjain,Kharif,Soybean,2020-07-14,JS-335,19.29,Irrigated,692.4,14.1,32.8,22.4,82.7,100,7.19,113.1,38.4,68.5,Black,36.4,1.61,5.5,0.584,1.25
AGRI-04060,2021,Rajasthan,Bikaner,Kharif,Rice,2021-06-19,Pusa-44,1.69,Irrigated,1398.2,22.2,35.9,29.7,64.3,133,6.42,155.9,100.3,69.1,Clay Loam,46.6,3.74,-0.2,0.641,3.26
AGRI-04061,2021,Madhya Pradesh,Sagar,Rabi,Wheat,2021-10-31,GW-322,10.98,Rainfed,180,15.6,31.3,21.8,60.2,116,5.23,72.8,69.4,86.3,Clay Loam,20.4,3.21,0.4,0.678,1.08
AGRI-04062,2023,Karnataka,Belagavi,Kharif,Cotton,2023-06-24,Bt-Cotton,0.72,Rainfed,813.7,21.2,32.1,26.8,63.1,189,6.06,64.3,16.1,85.3,Sandy Loam,17.6,2.64,2,0.618,1.06
AGRI-04063,2017,Punjab,Patiala,Kharif,Groundnut,2017-06-28,GG-20,18.02,Irrigated,527.1,15.6,30.8,23.3,75.7,133,6.32,80.6,63.3,59.6,Loamy,30,1.96,5.3,0.559,1.49
AGRI-04064,2018,Gujarat,Kheda,Rabi,Groundnut,2018-10-22,Kadiri-6,1.08,Rainfed,539.7,17.4,31.1,25.2,57.1,102,7.17,64.6,39.6,84.8,Red Loam,21.6,3.18,-7.2,0.407,0.97
AGRI-04065,2020,Punjab,Ludhiana,Kharif,Maize,2020-07-09,P-3396,1.1,Rainfed,615.7,14.8,29.3,22.9,65,128,6.62,102.2,39.9,58.2,Silty Loam,31.5,4.51,3.6,0.643,3.32
AGRI-04066,2024,Karnataka,Mandya,Kharif,Soybean,2024-06-11,JS-335,1.09,Rainfed,703.8,22.2,33.8,28.4,60,124,6.56,80.5,50.6,66.4,Loamy,40.1,1.79,-13.4,0.609,0.83
AGRI-04067,2023,Gujarat,Kheda,Kharif,Cotton,2023-06-25,Bunny-Bt,18.32,Rainfed,713.8,22.4,37.8,28.9,66,169,5.79,105.7,80.7,37.2,Alluvial,31.7,2.25,3,0.466,1.34
AGRI-04068,2021,Maharashtra,Jalgaon,Kharif,Soybean,2021-07-06,NRC-86,2.27,Rainfed,934.1,19.2,31.6,25.4,77.5,113,7.24,124.7,84.1,34,Sandy Loam,35.4,2.22,-0.1,0.478,1.1
AGRI-04069,2025,Punjab,Amritsar,Rabi,Maize,2025-11-02,HQPM-1,3.13,Rainfed,649.8,14.5,29.5,23.7,62.6,99,6.01,111.7,44.7,58.1,Sandy Loam,19.7,4.6,8.1,0.513,2.6
AGRI-04070,2022,Gujarat,Banaskantha,Kharif,Maize,2022-07-07,P-3396,0.5,Irrigated,417.6,18.4,35.8,26.6,69.3,107,6.29,110,54.9,72.8,Loamy,30.2,4.54,1.3,0.632,2.92
AGRI-04071,2025,Rajasthan,Jaipur,Kharif,Cotton,2025-07-29,Bunny-Bt,0.79,Irrigated,954.1,21,38.5,29,57.5,158,7.75,107.8,53.9,53.6,Black,44.1,1.74,4.4,0.884,1.6
AGRI-04072,2018,Gujarat,Ahmedabad,Kharif,Cotton,2018-07-25,Bunny-Bt,18.69,Rainfed,489.7,22.2,36,27.9,65.3,153,7.87,89.9,32.4,70.5,Sandy Loam,20.7,2.17,-1.3,0.663,1.15
AGRI-04073,2022,Maharashtra,Jalgaon,Kharif,Groundnut,2022-07-18,GG-20,1.24,Irrigated,727,19.1,35.3,24.9,51.2,105,7.29,81,40.5,45.3,Loamy,27.5,2.72,0.9,0.584,1.59
AGRI-04074,2025,Rajasthan,Jodhpur,Kharif,Maize,2025-07-27,DHM-117,2.53,Rainfed,462.9,17.4,33.8,25.1,61,101,6.88,113.3,37.3,47.6,Loamy,28.7,4.35,14.8,0.64,3.03
AGRI-04075,2024,Rajasthan,Bikaner,Rabi,Wheat,2024-11-22,HD-3086,0.59,Irrigated,514.6,16.4,31.1,22.2,67.7,135,6.39,34.5,41.7,22,Clay Loam,41.1,3.4,4.7,0.634,2.27
AGRI-04076,2022,Punjab,Amritsar,Kharif,Groundnut,2022-06-23,GG-20,1.1,Drip Irrigated,448.6,16.2,31.6,23.2,64.1,114,5.63,124.6,71.3,67.9,Loamy,40.9,2.63,1.3,0.689,1.41
AGRI-04077,2020,Madhya Pradesh,Ujjain,Kharif,Rice,2020-07-16,Swarna,1.47,Rainfed,1215.1,24,39.1,29.1,81.1,128,6.34,176.2,17.7,43.4,Clay Loam,37.6,4.99,-0.2,0.659,2.92
AGRI-04078,2024,Karnataka,Dharwad,Kharif,Soybean,2024-07-20,NRC-37,1.58,Rainfed,925.4,15.6,30.6,24.4,58.2,90,6.51,115.3,32.5,88.3,Black,24,2.21,0.5,0.563,1.13
AGRI-04079,2025,Gujarat,Banaskantha,Rabi,Wheat,2025-12-09,GW-322,17.92,Rainfed,556.4,14.6,26.3,20.6,47.2,125,6.41,33.8,44.4,39,Clay Loam,37.3,2.51,8.4,0.591,2.01
AGRI-04080,2021,Madhya Pradesh,Ujjain,Kharif,Groundnut,2021-07-30,Kadiri-6,2.9,Rainfed,571,20.6,37.5,28,53.9,103,6.41,77.3,26.6,87.3,Red Loam,31.2,2.11,1.8,0.64,1.34
AGRI-04081,2020,Maharashtra,Nagpur,Kharif,Soybean,2020-07-04,NRC-86,2.26,Irrigated,903.4,15.8,31.3,25,60.5,123,6.32,98.4,65.5,18.3,Sandy Loam,29.9,1.94,0.4,0.73,1.31
AGRI-04082,2020,Gujarat,Ahmedabad,Kharif,Soybean,2020-07-29,NRC-86,12.65,Rainfed,716.1,18.8,35.2,25,66.9,95,6.75,138.1,44,60.2,Black,32.1,2.33,13.8,0.579,1.32
AGRI-04083,2022,Punjab,Amritsar,Kharif,Maize,2022-06-25,DHM-117,4.08,Rainfed,791.1,17.2,36.1,26.5,56.9,113,7.3,129,27.1,76.5,Sandy Loam,26.5,4.44,8.5,0.701,3.45
AGRI-04084,2021,Gujarat,Kheda,Rabi,Maize,2021-11-02,DHM-117,9.13,Irrigated,777.4,25,35.8,30.7,60.7,117,6.46,74.6,66.1,15.5,Silty Loam,38,4.43,9.1,0.785,3.21
AGRI-04085,2023,Maharashtra,Pune,Kharif,Cotton,2023-06-27,Bunny-Bt,17,Irrigated,710.2,18,31.2,25,55.1,179,6.7,65.3,60.5,37,Alluvial,43.4,1.83,8.7,0.651,1.46
AGRI-04086,2025,Karnataka,Dharwad,Kharif,Rice,2025-07-25,BPT-5204,1.64,Rainfed,1104.6,25.5,37.2,30.6,85.8,119,6.39,78.2,48.9,41.9,Clay,45.2,3.47,9.9,0.585,2.5
AGRI-04087,2019,Gujarat,Kheda,Rabi,Wheat,2019-12-02,GW-322,4.65,Rainfed,811.1,12.4,31.2,21.5,46.6,117,7.56,138.5,57.1,78.2,Loamy,21.1,3.8,-4.2,0.702,1.52
AGRI-04088,2020,Maharashtra,Kolhapur,Kharif,Cotton,2020-06-04,Bunny-Bt,1.22,Rainfed,482.1,18.7,36,27.3,54.4,174,7.19,179.6,80,88.7,Sandy Loam,48,2.15,6.1,0.519,1.55
AGRI-04089,2025,Karnataka,Mandya,Rabi,Groundnut,2025-10-31,Kadiri-6,11.42,Irrigated,925.9,19,33.7,28.4,63.5,116,5.7,82.1,32.7,73.4,Loamy,52.6,1.95,4.8,0.73,1.11
AGRI-04090,2019,Madhya Pradesh,Sagar,Kharif,Cotton,2019-07-07,Bt-Cotton,0.58,Drip Irrigated,593.8,21.2,34.9,29.6,48.3,154,6.68,138.2,22.1,32,Black,42,2.18,-5.3,0.526,1.33
AGRI-04091,2019,Gujarat,Junagadh,Kharif,Maize,2019-07-25,P-3396,0.9,Irrigated,543.7,21.8,36.5,27.2,67.9,124,6.64,138.3,72,65.8,Loamy,32.2,4.83,-3.1,0.849,4.26
AGRI-04092,2024,Madhya Pradesh,Jabalpur,Kharif,Soybean,2024-07-30,NRC-86,0.85,Rainfed,733.5,16.2,30.9,23,76.2,105,6.8,62.4,72.9,87.7,Sandy Loam,24.2,1.56,2.6,0.586,1.08
AGRI-04093,2023,Maharashtra,Kolhapur,Rabi,Wheat,2023-10-30,HD-3086,0.8,Drip Irrigated,474.7,17,36.3,26.2,62.9,128,7.06,36.1,58.1,70.5,Loamy,45.4,3.45,6,0.674,2.26
AGRI-04094,2025,Karnataka,Dharwad,Rabi,Maize,2025-11-09,DHM-117,5.57,Irrigated,454.1,21.9,32.9,27,63.2,120,6.52,59.1,80.7,86.3,Silty Loam,51.6,4.65,-2.8,0.669,2.67
AGRI-04095,2022,Gujarat,Ahmedabad,Kharif,Cotton,2022-06-22,Bt-Cotton,21.21,Rainfed,687.8,18.8,33,26.9,60.4,186,6.46,70.2,86.1,55.2,Black,22.2,2.62,1.6,0.764,1.52
AGRI-04096,2019,Punjab,Bathinda,Rabi,Maize,2019-12-12,HQPM-1,5.89,Irrigated,629.4,20.4,35.1,25.8,58.1,114,7.96,114.2,8,48.3,Sandy Loam,65,3.85,3.1,0.65,1.26
AGRI-04097,2022,Karnataka,Mandya,Kharif,Groundnut,2022-06-05,TG-37A,0.83,Irrigated,596.6,18.6,31.7,24.3,63.8,113,6.92,32.5,55.3,62.3,Sandy Loam,38.3,2.65,8,0.705,1.63
AGRI-04098,2022,Punjab,Patiala,Kharif,Cotton,2022-06-23,RCH-2,3.3,Drip Irrigated,678.2,21.6,34.2,28.1,57.9,169,5.96,71.6,72.1,76.7,Alluvial,31.9,2.07,8.1,0.514,1.72
AGRI-04099,2017,Punjab,Jalandhar,Rabi,Groundnut,2017-10-27,TG-37A,0.6,Rainfed,806,20.1,33.7,26.1,56.6,132,7.08,113.1,47.1,81.1,Sandy Loam,16,2.38,2.3,0.757,1.24
AGRI-04100,2017,Gujarat,Ahmedabad,Kharif,Soybean,2017-07-23,NRC-86,2.42,Irrigated,899.4,18.7,29.1,23.9,68.9,93,6.39,117.3,80.5,28.6,Sandy Loam,37,1.67,2.4,0.59,1.18
AGRI-04101,2023,Madhya Pradesh,Bhopal,Rabi,Wheat,2023-10-20,GW-322,0.86,Irrigated,247.9,16.7,29.4,23.8,39.7,123,6.04,124.2,61.2,100.5,Loamy,28.6,4.13,6.6,0.51,1.88
AGRI-04102,2019,Gujarat,Surat,Kharif,Rice,2019-06-05,Swarna,4.83,Drip Irrigated,1445.7,17.9,37.7,27.3,89.7,133,6.84,111.6,40.4,86.7,Clay Loam,43.9,3.98,10.1,0.581,3.42
AGRI-04103,2025,Madhya Pradesh,Indore,Kharif,Rice,2025-07-19,Pusa-44,1.69,Irrigated,1202.8,19.5,34.8,24.8,80.5,120,5.92,83.2,53.6,65.9,Silty Loam,26.8,2.99,11.4,0.602,3.25
AGRI-04104,2017,Punjab,Bathinda,Kharif,Groundnut,2017-07-03,Kadiri-6,11.54,Rainfed,662,22,36.3,27.5,45.5,118,7.75,149.5,27.7,75.1,Red Loam,22.4,2.03,-5.8,0.744,1.22
AGRI-04105,2019,Madhya Pradesh,Indore,Kharif,Soybean,2019-07-25,NRC-37,5.08,Rainfed,789.7,12.3,27.1,20.3,65.6,107,6.15,105.2,66.7,18.4,Sandy Loam,34.1,1.66,2.4,0.55,1.05
AGRI-04106,2025,Gujarat,Surat,Kharif,Cotton,2025-07-08,Bunny-Bt,1.89,Rainfed,817.2,18.4,38,27.7,46.7,151,7.63,109.6,97.6,86.5,Alluvial,32.8,1.99,8.5,0.442,1.27
AGRI-04107,2017,Rajasthan,Udaipur,Rabi,Wheat,2017-11-27,HD-2967,10.1,Rainfed,527.6,11.7,27,18.9,63.1,119,5.84,125.8,41,48.5,Loamy,39.6,2.86,5.1,0.527,2.03
AGRI-04108,2024,Punjab,Ludhiana,Kharif,Maize,2024-06-20,P-3396,22.23,Irrigated,710.9,13.8,30.2,20.8,59.3,114,6.82,48.1,65.6,80.1,Loamy,35,5.8,2.7,0.508,3.02
AGRI-04109,2019,Punjab,Jalandhar,Kharif,Maize,2019-06-14,HQPM-1,2.09,Drip Irrigated,767.7,18.2,29.5,24,49.4,124,6.86,153.5,58.4,64.3,Silty Loam,41.5,4.4,-2.8,0.545,3.37
AGRI-04110,2020,Karnataka,Mandya,Rabi,Wheat,2020-10-29,GW-322,13.72,Irrigated,498.7,14.6,31.6,23.8,56.1,132,7.49,144,42.4,80.9,Clay Loam,35.4,2.93,16,0.738,3
AGRI-04111,2020,Karnataka,Dharwad,Rabi,Groundnut,2020-10-24,GG-20,1.07,Irrigated,633.2,22.8,37.2,27.9,44.4,122,6.94,109.1,8,61.5,Sandy Loam,52.3,2.3,-9.7,0.579,1.19
AGRI-04112,2018,Karnataka,Mandya,Kharif,Cotton,2018-07-23,Bt-Cotton,21.39,Rainfed,561,19.3,36.5,26.4,56.2,152,6.56,96.7,63.4,74.9,Alluvial,48.8,2.59,-7.3,0.641,1.39
AGRI-04113,2021,Gujarat,Banaskantha,Kharif,Soybean,2021-07-16,NRC-86,3.47,Rainfed,542.2,19.5,38.3,28.5,65,107,7.07,70,32.4,66.7,Loamy,46.9,1.67,-3.1,0.701,1.06
AGRI-04114,2025,Gujarat,Surat,Rabi,Maize,2025-11-12,DHM-117,19.15,Rainfed,764.8,19.1,36.6,26.5,49.3,122,5.79,92.1,48.2,72,Silty Loam,22.7,4.82,9.9,0.454,2.52
AGRI-04115,2018,Punjab,Ludhiana,Kharif,Rice,2018-07-13,BPT-5204,15.44,Irrigated,1354.2,20.9,38.3,29.9,66,127,6.33,121.8,15.4,77,Clay,30.2,4.41,5.1,0.766,3.62
AGRI-04116,2022,Rajasthan,Jodhpur,Rabi,Wheat,2022-11-24,GW-322,13.96,Rainfed,561.5,13.2,32.6,22.4,51.7,125,6.98,103.5,56.5,125.9,Loamy,32.3,4.34,8.8,0.672,2.83
AGRI-04117,2023,Maharashtra,Nagpur,Kharif,Soybean,2023-07-24,JS-335,7.87,Irrigated,913.2,11.8,28.9,20.6,61.2,102,7.02,113.2,24.4,60.1,Black,40.3,1.3,-5.8,0.757,1.15
AGRI-04118,2017,Gujarat,Banaskantha,Rabi,Wheat,2017-11-12,HD-2967,3.22,Irrigated,471.7,11.1,23.5,18.2,46,124,7.34,111.7,84.7,69.4,Clay Loam,40.4,3.26,4.3,0.671,2.75
AGRI-04119,2018,Karnataka,Dharwad,Kharif,Maize,2018-06-09,P-3396,3.75,Rainfed,518.4,18,29.7,24.2,64.5,124,5.76,45,59.6,92.1,Silty Loam,25.4,2.93,-1.2,0.574,2.31
AGRI-04120,2025,Punjab,Patiala,Rabi,Wheat,2025-10-25,HD-2967,12.45,Irrigated,429.2,6.3,25.1,14.8,60.8,130,5.86,25,43.9,63.4,Loamy,34.6,3.46,-2.3,0.795,1.78
AGRI-04121,2019,Karnataka,Dharwad,Kharif,Cotton,2019-06-05,RCH-2,2.86,Rainfed,590.8,19.8,34.5,28.3,46.4,161,6.89,103.8,78.6,61.6,Black,53.6,1.68,-1.6,0.642,1.23
AGRI-04122,2025,Madhya Pradesh,Sagar,Kharif,Soybean,2025-06-27,NRC-86,1.9,Rainfed,881.7,18.7,32.9,27.5,65.4,108,6.22,64.7,74,64,Loamy,32.3,1.74,1,0.391,0.95
AGRI-04123,2018,Maharashtra,Pune,Kharif,Rice,2018-06-22,BPT-5204,2.02,Irrigated,1262.3,16.1,30.2,24.8,96.3,144,6.47,84.6,36.5,76.8,Clay Loam,33.3,2.98,10.9,0.602,2.58
AGRI-04124,2019,Karnataka,Belagavi,Kharif,Maize,2019-07-01,DHM-117,0.82,Irrigated,1078.3,19,31.1,24.6,63.4,106,6.16,137.8,76.2,40.4,Sandy Loam,44.5,5.35,4.6,0.731,3.17
AGRI-04125,2017,Gujarat,Kheda,Kharif,Cotton,2017-06-15,Bt-Cotton,8.85,Irrigated,404.3,15,30.7,24.2,57.9,150,6.75,90.7,73.3,75.4,Sandy Loam,63.3,3,7.6,0.884,1.05
AGRI-04126,2018,Rajasthan,Jaipur,Kharif,Soybean,2018-06-11,JS-335,0.82,Irrigated,915.8,17.2,31.9,26.1,60.5,116,7.7,101.2,63.4,65.2,Black,40.3,1.7,-8.2,0.637,0.97
AGRI-04127,2018,Rajasthan,Jaipur,Kharif,Cotton,2018-06-07,RCH-2,1.92,Rainfed,381.3,23,39.4,30.5,80.5,184,6.77,110.8,51.1,50.8,Alluvial,39.5,1.86,0,0.599,0.71
AGRI-04128,2025,Gujarat,Ahmedabad,Kharif,Rice,2025-06-17,BPT-5204,3.03,Irrigated,1274.8,19.7,36.1,27.7,88.2,143,6.45,110.8,32.3,77.8,Clay,38.1,3.36,5.5,0.614,2.82
AGRI-04129,2022,Punjab,Jalandhar,Kharif,Maize,2022-07-16,HQPM-1,1.13,Rainfed,443.1,18.4,30.9,24.7,66.8,130,6.71,123,47.7,73.6,Silty Loam,35.7,4.56,-5.2,0.43,2.24
AGRI-04130,2020,Punjab,Patiala,Kharif,Groundnut,2020-07-03,GG-20,2.64,Drip Irrigated,916.2,21.2,35.5,27.4,58.5,120,6.63,117.6,69.3,93,Sandy Loam,49.2,2.3,1.1,0.7,1.68
AGRI-04131,2025,Punjab,Bathinda,Kharif,Maize,2025-07-20,P-3396,2.76,Rainfed,763,16.9,30.2,24.2,71.6,121,6.3,75.5,66.7,73.6,Sandy Loam,31.7,5.8,-12,0.547,2.47
AGRI-04132,2018,Rajasthan,Jaipur,Kharif,Rice,2018-07-15,Swarna,7.44,Irrigated,1105.4,24.8,39,30.1,77.3,138,6.43,85.4,64.1,64.3,Silty Loam,30.1,5.45,-7,0.78,3.27
AGRI-04133,2017,Karnataka,Mandya,Rabi,Wheat,2017-11-23,HD-3086,0.49,Irrigated,581.1,21,35,27,49.8,119,6.44,100.5,50.4,74.6,Clay Loam,44.5,4.72,4.4,0.682,2.47
AGRI-04134,2021,Punjab,Ludhiana,Rabi,Wheat,2021-10-28,HD-2967,14.49,Drip Irrigated,321.5,12.7,27.2,19.5,50.4,145,7.62,25,26.2,38.1,Clay Loam,30.6,2.58,2.2,0.703,1.88
AGRI-04135,2024,Punjab,Jalandhar,Kharif,Cotton,2024-07-10,RCH-2,2.23,Irrigated,676.1,18.4,32.8,27.3,68.9,186,6.81,66.3,27.3,38.5,Alluvial,30.5,2.05,7.3,0.681,1.48
AGRI-04136,2021,Karnataka,Dharwad,Kharif,Groundnut,2021-07-06,GG-20,2.75,Rainfed,663.1,22.7,34.9,29.9,59.5,125,5.74,123.5,61.2,77.5,Sandy Loam,32.8,2.5,1.9,0.645,1.51
AGRI-04137,2017,Karnataka,Dharwad,Rabi,Wheat,2017-10-27,HD-3086,14.36,Drip Irrigated,362.1,9.4,27.3,17.4,55.6,135,7.64,76.8,39.4,78.9,Clay Loam,43.5,3.1,-4.5,0.694,2.4
AGRI-04138,2025,Madhya Pradesh,Ujjain,Kharif,Soybean,2025-06-06,NRC-37,0.56,Irrigated,874.6,18.2,30.3,23.7,62.4,116,7.51,163.2,48.1,91.8,Black,47.4,1.58,-4.4,0.68,1.27
