year,state,district,season,crop_type,seed_variety,area_sown_hectares,irrigation_type,rainfall_mm,temperature_min_c,temperature_max_c,temperature_avg_c,humidity_pct,growing_season_days,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_type,soil_moisture_pct,previous_yield_tonnes_ha,yield_trend_pct_yoy,ndvi,yield_tonnes_per_hectare,sowing_year,sowing_month,sowing_day,sowing_day_of_year,temperature_range_c,rainfall_per_day,total_npk_kg_ha,np_ratio,kn_ratio
2019,Gujarat,Banaskantha,Kharif,Rice,Swarna,12.64,Drip Irrigated,1234.7,17.6,34.8,27.1,82.7,144,6.47,109.9,19.6,61.4,Clay,35.5,4.64,0.9,0.741,3.51,2019,6,2,153,17.199999999999996,8.574305555555556,190.9,5.607142857142857,0.5586897179253867
2024,Gujarat,Ahmedabad,Rabi,Groundnut,Kadiri-6,6.21,Irrigated,502.4,19.5,33.3,25.1,79.8,120,7.62,143.7,42.7,65.6,Sandy Loam,49.5,2.18,2.0,0.7,1.19,2024,11,5,310,13.799999999999997,4.1866666666666665,251.99999999999997,3.365339578454332,0.45650661099512874
2019,Madhya Pradesh,Sagar,Kharif,Rice,Pusa-44,2.31,Rainfed,1201.5,19.8,37.0,27.0,82.7,114,6.08,129.2,76.3,75.4,Silty Loam,22.1,3.9,0.5,0.474,2.57,2019,6,9,160,17.2,10.539473684210526,280.9,1.693315858453473,0.5835913312693499
2024,Rajasthan,Kota,Rabi,Maize,HQPM-1,18.39,Irrigated,372.1,18.9,34.7,27.5,76.9,109,6.73,91.3,41.2,16.9,Sandy Loam,28.9,5.2,14.7,0.694,2.85,2024,11,27,332,15.800000000000004,3.4137614678899086,149.4,2.216019417475728,0.1851040525739321
2024,Gujarat,Ahmedabad,Kharif,Cotton,RCH-2,2.06,Irrigated,356.5,24.2,40.1,31.1,63.5,189,6.99,92.2,49.9,37.5,Black,35.6,1.84,-5.5,0.732,1.25,2024,6,13,165,15.900000000000002,1.8862433862433863,179.6,1.8476953907815632,0.4067245119305857
2022,Gujarat,Junagadh,Kharif,Rice,BPT-5204,5.47,Rainfed,1636.1,20.9,38.0,29.9,83.1,117,6.57,94.6,8.5,42.5,Silty Loam,45.0,4.62,-3.1,0.515,1.89,2022,7,20,201,17.1,13.983760683760684,145.6,11.129411764705882,0.44926004228329813
2019,Rajasthan,Kota,Rabi,Wheat,HD-2967,9.45,Rainfed,659.1,12.8,23.5,18.4,51.7,123,6.2,148.2,66.8,40.5,Clay Loam,33.7,4.08,4.4,0.588,2.6,2019,12,1,335,10.7,5.3585365853658535,255.5,2.218562874251497,0.2732793522267207
2018,Karnataka,Mysuru,Kharif,Maize,DHM-117,5.43,Rainfed,949.1,17.4,34.6,26.1,82.8,116,7.68,114.9,68.6,96.4,Silty Loam,48.4,4.08,9.9,0.634,2.29,2018,7,2,183,17.200000000000003,8.181896551724138,279.9,1.674927113702624,0.8389904264577894
2020,Maharashtra,Pune,Kharif,Soybean,JS-335,12.82,Drip Irrigated,1075.4,17.0,32.7,22.3,73.1,104,6.2,86.1,29.1,74.3,Sandy Loam,48.3,1.6,-2.9,0.52,1.02,2020,6,5,157,15.700000000000003,10.340384615384616,189.5,2.958762886597938,0.8629500580720093
2019,Gujarat,Surat,Kharif,Cotton,RCH-2,1.08,Irrigated,638.3,19.4,35.8,28.7,45.2,180,7.35,143.5,73.2,64.7,Sandy Loam,44.7,2.61,11.3,0.652,1.91,2019,7,7,188,16.4,3.5461111111111108,281.4,1.960382513661202,0.4508710801393728
2020,Rajasthan,Udaipur,Kharif,Groundnut,Kadiri-6,3.72,Drip Irrigated,493.4,13.8,29.2,19.7,68.8,123,7.67,131.8,56.6,51.7,Red Loam,38.8,2.18,-5.9,0.519,1.23,2020,7,15,197,15.399999999999999,4.011382113821138,240.10000000000002,2.3286219081272086,0.3922610015174507
2024,Punjab,Amritsar,Kharif,Groundnut,GG-20,1.22,Rainfed,536.0,19.2,33.5,24.3,51.1,107,6.45,120.8,36.2,72.2,Sandy Loam,29.6,2.19,16.1,0.664,1.79,2024,7,14,196,14.3,5.009345794392523,229.2,3.337016574585635,0.597682119205298
2017,Rajasthan,Kota,Kharif,Rice,Swarna,5.59,Irrigated,1158.8,20.6,33.7,25.8,96.0,146,7.0,99.6,28.6,63.3,Clay,41.8,4.49,5.6,0.664,2.71,2017,7,27,208,13.100000000000001,7.9369863013698625,191.5,3.482517482517482,0.6355421686746988
2017,Gujarat,Ahmedabad,Rabi,Wheat,HD-2967,2.89,Rainfed,369.9,13.6,29.4,21.5,61.3,133,6.93,101.8,56.4,56.7,Loamy,41.0,4.52,7.8,0.607,2.71,2017,12,4,338,15.799999999999999,2.781203007518797,214.89999999999998,1.804964539007092,0.556974459724951
2022,Gujarat,Junagadh,Kharif,Rice,Pusa-44,0.51,Irrigated,1263.1,26.8,40.4,34.0,98.0,138,5.97,152.2,51.7,72.3,Clay,31.3,4.93,12.6,0.663,2.51,2022,6,10,161,13.599999999999998,9.152898550724638,276.2,2.943907156673114,0.47503285151116953
2025,Gujarat,Ahmedabad,Kharif,Rice,BPT-5204,0.5,Irrigated,1366.3,16.8,33.2,26.0,67.1,112,6.13,139.2,70.5,44.9,Clay Loam,44.7,3.72,12.6,0.627,3.65,2025,6,18,169,16.400000000000002,12.199107142857143,254.6,1.9744680851063827,0.32255747126436785
2024,Punjab,Ludhiana,Kharif,Groundnut,GG-20,6.36,Irrigated,569.4,21.5,35.8,28.1,61.8,117,6.34,94.9,50.1,10.5,Sandy Loam,47.7,2.15,-12.2,0.657,1.35,2024,6,23,175,14.299999999999997,4.866666666666666,155.5,1.8942115768463075,0.11064278187565858
2019,Maharashtra,Nashik,Rabi,Groundnut,GG-20,1.02,Drip Irrigated,517.4,15.5,30.8,24.5,63.2,122,7.46,153.9,48.0,90.3,Red Loam,35.2,2.23,0.9,0.733,2.13,2019,12,12,346,15.3,4.240983606557377,292.2,3.2062500000000003,0.5867446393762182
2019,Punjab,Ludhiana,Kharif,Rice,Swarna,0.53,Irrigated,1275.0,15.6,34.6,24.9,74.5,146,6.25,81.4,52.0,64.8,Clay,65.0,3.72,19.9,0.831,1.95,2019,7,27,208,19.0,8.732876712328768,198.2,1.5653846153846156,0.796068796068796
2024,Rajasthan,Bikaner,Rabi,Groundnut,Kadiri-6,0.47,Irrigated,568.3,12.6,31.2,21.9,49.9,100,6.91,123.1,57.4,16.5,Red Loam,36.8,2.84,-14.6,0.567,1.42,2024,10,17,291,18.6,5.683,197.0,2.1445993031358883,0.13403736799350122
2019,Punjab,Ludhiana,Rabi,Wheat,HD-2967,0.8,Rainfed,826.2,16.8,32.2,24.4,59.3,119,7.28,87.7,75.1,56.8,Clay Loam,21.0,3.44,-3.1,0.628,1.54,2019,11,11,315,15.400000000000002,6.942857142857143,219.60000000000002,1.1677762982689748,0.6476624857468642
2018,Maharashtra,Nagpur,Kharif,Soybean,NRC-86,0.61,Drip Irrigated,591.7,17.5,32.4,24.6,78.6,125,5.98,26.4,31.9,95.7,Black,23.9,2.14,1.5,0.697,1.31,2018,7,14,195,14.899999999999999,4.7336,154.0,0.8275862068965517,3.6250000000000004
2024,Karnataka,Dharwad,Kharif,Groundnut,GG-20,0.59,Irrigated,503.8,24.1,38.6,29.4,67.3,117,7.14,50.6,8.0,56.4,Loamy,34.4,2.33,-9.0,0.635,1.35,2024,7,9,191,14.5,4.305982905982906,115.0,6.325,1.1146245059288538
2024,Rajasthan,Jodhpur,Rabi,Groundnut,TG-37A,7.53,Irrigated,697.9,23.4,37.8,29.5,69.4,129,6.33,71.6,85.6,52.1,Sandy Loam,52.0,2.33,-5.8,0.695,1.53,2024,12,3,338,14.399999999999999,5.410077519379845,209.29999999999998,0.8364485981308412,0.7276536312849162
2025,Rajasthan,Bikaner,Rabi,Groundnut,TG-37A,3.89,Irrigated,670.1,16.8,29.7,22.0,52.6,124,7.58,94.0,56.9,28.8,Sandy Loam,41.7,2.33,-10.2,0.611,1.46,2025,11,4,308,12.899999999999999,5.404032258064516,179.70000000000002,1.6520210896309315,0.30638297872340425
2021,Punjab,Patiala,Kharif,Rice,BPT-5204,2.38,Drip Irrigated,1085.2,25.6,42.2,31.8,58.1,116,6.66,97.7,86.0,20.2,Clay,23.0,6.35,2.7,0.63,2.58,2021,7,15,196,16.6,9.355172413793104,203.89999999999998,1.136046511627907,0.2067553735926305
2022,Gujarat,Surat,Kharif,Maize,HQPM-1,0.8,Rainfed,840.0,19.2,34.3,25.7,59.6,129,6.69,151.1,72.9,48.6,Loamy,44.2,4.48,-0.9,0.43,3.05,2022,7,30,211,15.099999999999998,6.511627906976744,272.6,2.072702331961591,0.32164129715420253
2020,Maharashtra,Pune,Kharif,Groundnut,GG-20,0.71,Irrigated,665.2,21.8,34.8,27.1,63.5,100,6.5,109.1,80.7,31.1,Red Loam,33.0,2.02,1.0,0.512,1.68,2020,7,7,189,12.999999999999996,6.652,220.9,1.3519206939281287,0.28505957836846935
2022,Karnataka,Mysuru,Rabi,Groundnut,TG-37A,16.1,Irrigated,638.2,20.1,34.7,27.1,55.5,131,7.01,92.7,63.6,85.6,Loamy,48.8,1.89,0.9,0.728,1.66,2022,10,19,292,14.600000000000001,4.87175572519084,241.9,1.4575471698113207,0.9234088457389428
2019,Karnataka,Belagavi,Rabi,Wheat,HD-2967,11.04,Rainfed,393.1,12.8,27.9,21.4,56.1,116,6.72,25.0,25.4,48.0,Clay Loam,30.2,4.18,6.2,0.445,1.92,2019,10,18,291,15.099999999999998,3.388793103448276,98.4,0.984251968503937,1.92
2022,Karnataka,Kalaburagi,Kharif,Cotton,Bunny-Bt,5.33,Rainfed,849.9,16.9,34.3,25.7,63.7,168,6.74,73.2,45.7,58.0,Alluvial,43.2,2.5,2.5,0.605,1.31,2022,6,4,155,17.4,5.058928571428571,176.9,1.6017505470459519,0.7923497267759563
2022,Maharashtra,Kolhapur,Kharif,Maize,DHM-117,10.22,Irrigated,532.9,21.4,37.0,26.6,25.0,101,5.76,136.2,79.0,55.1,Silty Loam,37.8,5.4,10.7,0.65,1.41,2022,7,15,196,15.600000000000001,5.276237623762376,270.3,1.7240506329113923,0.4045521292217328
2022,Gujarat,Kheda,Rabi,Wheat,GW-322,11.18,Drip Irrigated,731.8,13.2,30.8,20.5,51.6,127,7.23,150.2,66.7,79.3,Loamy,38.7,4.26,5.9,0.655,2.82,2022,10,21,294,17.6,5.7622047244094485,296.2,2.2518740629685157,0.5279627163781625
2021,Rajasthan,Jaipur,Rabi,Maize,P-3396,0.53,Irrigated,752.0,15.8,31.3,24.6,61.3,120,6.39,120.1,30.1,69.9,Silty Loam,42.9,3.79,-13.1,0.627,2.97,2021,11,19,323,15.5,6.266666666666667,220.1,3.9900332225913617,0.582014987510408
2020,Rajasthan,Jaipur,Rabi,Wheat,GW-322,0.57,Rainfed,651.9,16.1,29.3,22.5,76.8,146,6.67,99.2,50.5,89.2,Loamy,32.1,3.05,5.2,0.867,2.02,2020,12,6,341,13.2,4.465068493150685,238.89999999999998,1.9643564356435643,0.8991935483870968
2024,Karnataka,Kalaburagi,Kharif,Cotton,Bunny-Bt,6.39,Rainfed,711.5,22.0,39.1,30.0,53.6,170,7.6,81.2,77.2,53.2,Black,38.8,2.63,10.2,0.666,1.49,2024,6,3,155,17.1,4.185294117647059,211.60000000000002,1.0518134715025906,0.6551724137931034
2022,Karnataka,Mysuru,Kharif,Soybean,NRC-86,18.32,Rainfed,880.5,25.2,40.3,31.3,40.8,111,7.99,99.6,54.1,21.3,Loamy,24.2,2.19,2.9,0.666,0.43,2022,6,26,177,15.099999999999998,7.9324324324324325,175.0,1.841035120147874,0.213855421686747
2024,Maharashtra,Kolhapur,Rabi,Wheat,HD-3086,12.36,Rainfed,337.7,17.6,31.7,23.7,59.7,131,6.88,157.6,34.1,45.2,Clay Loam,16.2,4.03,-3.2,0.573,1.47,2024,12,1,336,14.099999999999998,2.5778625954198473,236.89999999999998,4.621700879765395,0.2868020304568528
2019,Madhya Pradesh,Sagar,Rabi,Maize,HQPM-1,8.62,Rainfed,806.1,20.6,36.5,27.1,57.3,107,6.84,134.8,54.7,113.4,Loamy,20.7,4.7,6.3,0.653,3.05,2019,10,15,288,15.899999999999999,7.5336448598130845,302.9,2.4643510054844606,0.841246290801187
2020,Madhya Pradesh,Indore,Rabi,Wheat,HD-2967,1.44,Irrigated,264.4,12.4,28.1,18.5,67.4,119,5.62,95.1,43.0,31.8,Loamy,31.7,3.29,7.6,0.548,1.83,2020,12,6,341,15.700000000000001,2.221848739495798,169.9,2.211627906976744,0.33438485804416407
2019,Madhya Pradesh,Bhopal,Kharif,Groundnut,GG-20,2.58,Rainfed,828.2,20.3,34.1,26.6,73.9,140,6.62,141.8,45.1,49.7,Red Loam,34.7,1.83,17.3,0.47,1.46,2019,7,24,205,13.8,5.915714285714286,236.60000000000002,3.144124168514413,0.35049365303244007
2020,Maharashtra,Pune,Kharif,Cotton,Bunny-Bt,16.84,Drip Irrigated,857.9,19.3,34.5,26.8,59.5,167,6.4,157.5,40.5,73.8,Black,52.2,2.37,1.9,0.746,1.63,2020,6,21,173,15.2,5.137125748502994,271.8,3.888888888888889,0.4685714285714285
2019,Punjab,Amritsar,Kharif,Soybean,NRC-37,7.23,Rainfed,721.7,18.6,31.3,25.1,62.8,111,6.54,213.9,58.8,53.1,Loamy,36.0,1.76,-0.4,0.558,1.13,2019,7,12,193,12.7,6.501801801801802,325.8,3.6377551020408165,0.2482468443197756
2022,Gujarat,Junagadh,Rabi,Wheat,HD-3086,4.26,Rainfed,329.0,13.8,32.4,23.0,43.3,128,7.33,141.4,31.5,61.2,Loamy,31.4,3.63,8.8,0.531,2.06,2022,11,26,330,18.599999999999998,2.5703125,234.10000000000002,4.488888888888889,0.4328147100424328
2018,Gujarat,Junagadh,Kharif,Maize,HQPM-1,1.14,Rainfed,616.0,21.4,37.7,30.5,63.6,130,5.54,173.4,54.6,37.3,Loamy,46.1,2.94,18.5,0.462,2.87,2018,6,26,177,16.300000000000004,4.7384615384615385,265.3,3.1758241758241756,0.21510957324106111
2017,Karnataka,Belagavi,Kharif,Soybean,JS-335,0.52,Rainfed,837.7,19.7,36.0,25.5,71.4,108,7.35,49.8,67.6,73.9,Sandy Loam,21.7,1.37,4.9,0.671,0.87,2017,7,16,197,16.3,7.756481481481482,191.3,0.7366863905325444,1.4839357429718878
2024,Rajasthan,Jodhpur,Kharif,Cotton,Bt-Cotton,12.78,Rainfed,715.1,16.7,29.3,22.9,57.2,188,7.38,105.3,69.1,68.9,Alluvial,24.5,1.73,-7.3,0.723,1.33,2024,6,13,165,12.600000000000001,3.803723404255319,243.29999999999998,1.523878437047757,0.654320987654321
2023,Karnataka,Kalaburagi,Rabi,Wheat,HD-2967,5.2,Rainfed,364.2,17.0,30.1,24.5,47.1,124,7.02,42.7,55.8,61.7,Loamy,31.2,4.49,-3.3,0.457,1.82,2023,10,15,288,13.100000000000001,2.9370967741935483,160.2,0.7652329749103943,1.4449648711943794
2025,Madhya Pradesh,Ujjain,Rabi,Wheat,HD-3086,4.02,Rainfed,327.3,6.5,17.5,12.0,50.3,117,8.01,106.8,68.8,107.8,Loamy,26.4,4.19,-2.9,0.579,1.01,2025,10,26,299,11.0,2.7974358974358977,283.4,1.552325581395349,1.0093632958801497
2019,Punjab,Patiala,Kharif,Soybean,NRC-86,0.62,Irrigated,1110.9,17.5,35.1,25.4,69.7,115,7.23,129.3,54.8,90.0,Loamy,42.3,2.22,-4.5,0.702,1.04,2019,7,15,196,17.6,9.66,274.1,2.359489051094891,0.6960556844547563
2025,Rajasthan,Bikaner,Rabi,Maize,P-3396,2.91,Rainfed,423.5,21.3,33.4,26.3,70.7,99,7.04,124.0,52.4,45.0,Sandy Loam,23.5,3.45,-7.9,0.653,2.13,2025,11,22,326,12.099999999999998,4.277777777777778,221.4,2.366412213740458,0.3629032258064516
2019,Punjab,Jalandhar,Kharif,Groundnut,GG-20,1.49,Irrigated,867.2,19.7,34.0,27.0,65.2,103,6.52,160.9,40.4,32.7,Loamy,24.7,2.84,8.1,0.593,1.85,2019,6,12,163,14.3,8.419417475728157,234.0,3.982673267326733,0.20323182100683657
2017,Madhya Pradesh,Ujjain,Kharif,Soybean,JS-335,1.4,Irrigated,914.6,15.0,30.8,21.8,65.3,105,7.03,95.6,17.4,40.4,Black,33.0,1.42,9.6,0.69,1.32,2017,6,28,179,15.8,8.710476190476191,153.4,5.494252873563219,0.4225941422594142
2021,Rajasthan,Jaipur,Rabi,Wheat,HD-3086,1.42,Rainfed,428.6,12.2,29.4,20.4,42.4,134,7.43,120.9,45.4,55.4,Clay Loam,10.1,3.43,-2.1,0.662,1.26,2021,10,24,297,17.2,3.1985074626865675,221.70000000000002,2.6629955947136565,0.45822994210090984
2018,Gujarat,Banaskantha,Kharif,Cotton,RCH-2,19.93,Irrigated,558.8,19.6,30.3,24.7,58.9,178,6.12,86.1,59.3,74.3,Alluvial,45.9,1.16,-3.1,0.791,1.45,2018,6,28,179,10.7,3.139325842696629,219.7,1.451939291736931,0.8629500580720093
2021,Punjab,Patiala,Kharif,Cotton,RCH-2,14.66,Irrigated,573.0,23.2,42.1,32.1,52.7,183,7.26,131.4,69.3,72.2,Black,34.6,1.78,6.4,0.552,1.72,2021,6,28,179,18.900000000000002,3.1311475409836067,272.9,1.8961038961038963,0.5494672754946728
2017,Maharashtra,Pune,Rabi,Maize,HQPM-1,3.06,Irrigated,796.2,18.0,34.4,25.4,63.3,106,6.55,84.7,53.8,82.1,Loamy,26.8,4.29,-8.5,0.575,2.65,2017,11,4,308,16.4,7.511320754716982,220.6,1.5743494423791824,0.9693034238488782
2018,Rajasthan,Jaipur,Kharif,Rice,Swarna,2.62,Irrigated,1393.8,20.6,33.7,27.8,73.8,119,6.12,78.1,50.7,68.2,Clay Loam,47.8,5.72,2.5,0.782,3.57,2018,7,22,203,13.100000000000001,11.712605042016806,197.0,1.5404339250493095,0.8732394366197184
2025,Karnataka,Kalaburagi,Rabi,Wheat,HD-3086,5.95,Irrigated,602.2,20.7,36.5,29.2,54.6,142,7.11,86.1,55.4,49.7,Clay Loam,33.2,4.06,12.2,0.694,2.25,2025,11,5,309,15.8,4.240845070422536,191.2,1.5541516245487363,0.5772357723577236
2018,Maharashtra,Nagpur,Rabi,Wheat,GW-322,7.17,Drip Irrigated,203.1,12.4,24.9,19.4,60.2,121,7.65,135.1,44.7,105.4,Clay Loam,35.5,1.85,-10.3,0.81,1.71,2018,10,19,292,12.499999999999998,1.6785123966942148,285.20000000000005,3.0223713646532437,0.7801628423390082
2020,Rajasthan,Jodhpur,Kharif,Cotton,Bunny-Bt,1.6,Rainfed,490.8,16.8,31.8,23.6,65.8,150,6.59,102.1,76.0,93.8,Black,33.2,2.8,21.6,0.633,1.72,2020,6,28,180,15.0,3.2720000000000002,271.9,1.3434210526315788,0.9187071498530852
2018,Gujarat,Junagadh,Rabi,Maize,DHM-117,0.84,Irrigated,859.5,19.2,35.3,25.1,67.0,105,5.61,102.9,42.9,50.5,Sandy Loam,28.0,4.68,7.3,0.792,3.26,2018,11,15,319,16.099999999999998,8.185714285714285,196.3,2.3986013986013988,0.4907677356656948
2024,Karnataka,Kalaburagi,Kharif,Maize,HQPM-1,1.83,Rainfed,819.9,13.8,28.1,23.0,60.7,101,7.33,67.1,56.7,97.4,Sandy Loam,48.1,5.82,-9.7,0.659,2.72,2024,6,10,162,14.3,8.117821782178218,221.2,1.1834215167548499,1.451564828614009
2019,Maharashtra,Jalgaon,Kharif,Cotton,Bunny-Bt,4.28,Irrigated,601.0,17.6,30.9,24.8,46.4,168,7.67,81.0,56.1,16.4,Sandy Loam,40.3,2.21,9.4,0.698,1.61,2019,7,2,183,13.299999999999997,3.5773809523809526,153.5,1.4438502673796791,0.2024691358024691
2019,Punjab,Patiala,Kharif,Soybean,JS-335,16.67,Irrigated,931.8,18.9,31.7,26.1,65.3,107,7.22,100.9,35.9,71.6,Sandy Loam,40.3,1.95,-10.1,0.873,1.29,2019,7,23,204,12.8,8.708411214953271,208.4,2.8105849582172704,0.7096134786917739
2025,Karnataka,Mandya,Rabi,Groundnut,Kadiri-6,1.53,Irrigated,963.2,22.0,40.3,30.7,53.9,110,5.51,117.8,51.0,51.2,Red Loam,40.1,1.76,0.7,0.745,1.0,2025,11,10,314,18.299999999999997,8.756363636363636,220.0,2.3098039215686272,0.434634974533107
2020,Karnataka,Kalaburagi,Rabi,Maize,HQPM-1,10.07,Rainfed,318.2,22.7,35.0,29.2,55.0,129,6.45,98.7,63.6,40.9,Sandy Loam,21.1,3.97,-3.2,0.786,1.87,2020,10,19,293,12.3,2.466666666666667,203.20000000000002,1.5518867924528301,0.41438703140830796
2024,Karnataka,Dharwad,Kharif,Soybean,NRC-86,6.81,Irrigated,822.2,22.3,32.8,27.8,67.9,99,7.57,106.5,73.1,90.1,Black,48.8,1.57,5.7,0.703,1.29,2024,7,29,211,10.499999999999996,8.305050505050506,269.7,1.4569083447332423,0.8460093896713614
2019,Gujarat,Surat,Kharif,Groundnut,Kadiri-6,4.47,Irrigated,929.9,16.4,33.6,24.7,60.8,121,7.02,150.6,49.9,80.0,Sandy Loam,44.6,2.51,3.1,0.457,1.59,2019,6,17,168,17.200000000000003,7.6851239669421485,280.5,3.0180360721442887,0.5312084993359893
2022,Rajasthan,Jaipur,Rabi,Wheat,HD-2967,3.1,Rainfed,817.0,11.6,23.8,18.4,75.8,132,6.33,141.0,35.0,53.0,Loamy,27.3,2.94,0.6,0.631,1.4,2022,12,2,336,12.200000000000001,6.1893939393939394,229.0,4.0285714285714285,0.375886524822695
2025,Maharashtra,Jalgaon,Kharif,Soybean,NRC-37,4.6,Drip Irrigated,1185.3,19.4,32.1,25.8,74.8,124,6.98,106.6,8.0,55.7,Sandy Loam,42.6,1.39,4.2,0.793,0.93,2025,6,21,172,12.700000000000003,9.558870967741935,170.3,13.325,0.5225140712945592
2022,Maharashtra,Nagpur,Rabi,Wheat,GW-322,0.94,Irrigated,557.6,8.5,27.6,17.6,53.0,116,7.27,73.8,44.6,20.4,Clay Loam,43.1,2.92,-3.6,0.818,2.24,2022,11,24,328,19.1,4.806896551724138,138.8,1.654708520179372,0.2764227642276423
2022,Maharashtra,Nashik,Kharif,Groundnut,GG-20,4.45,Irrigated,313.3,18.0,31.5,26.0,48.6,137,6.78,149.5,33.8,79.7,Loamy,25.7,2.16,9.7,0.498,1.35,2022,6,5,156,13.5,2.2868613138686134,263.0,4.423076923076923,0.5331103678929766
2022,Maharashtra,Pune,Rabi,Maize,P-3396,0.55,Rainfed,792.8,15.3,32.9,24.4,58.1,129,6.86,66.7,50.4,108.6,Loamy,34.7,4.89,5.1,0.741,3.02,2022,12,14,348,17.599999999999998,6.145736434108527,225.7,1.3234126984126986,1.6281859070464766
2024,Gujarat,Junagadh,Kharif,Rice,BPT-5204,4.5,Rainfed,1056.6,21.5,37.9,30.3,93.1,118,5.85,149.6,103.3,52.2,Silty Loam,29.2,3.68,-10.7,0.531,2.3,2024,6,11,163,16.4,8.954237288135593,305.09999999999997,1.4482090997095838,0.34893048128342247
2023,Karnataka,Mysuru,Kharif,Rice,BPT-5204,1.39,Rainfed,1572.0,22.1,36.8,28.1,72.8,143,7.34,86.6,28.9,49.1,Clay Loam,26.7,4.53,18.8,0.553,2.26,2023,7,24,205,14.699999999999996,10.993006993006993,164.6,2.9965397923875434,0.5669745958429562
2019,Karnataka,Dharwad,Kharif,Soybean,NRC-37,1.18,Irrigated,771.0,18.1,34.0,26.1,61.4,115,5.95,155.8,39.7,55.1,Sandy Loam,52.2,1.84,-2.8,0.61,1.17,2019,7,23,204,15.899999999999999,6.7043478260869565,250.6,3.924433249370277,0.35365853658536583
2025,Madhya Pradesh,Bhopal,Kharif,Maize,DHM-117,1.2,Rainfed,1030.9,21.6,32.8,27.4,64.1,108,6.52,127.8,28.4,78.8,Loamy,21.8,5.38,-0.7,0.583,2.36,2025,6,2,153,11.199999999999996,9.545370370370371,235.0,4.5,0.6165884194053208
2022,Rajasthan,Kota,Kharif,Soybean,NRC-86,4.3,Irrigated,669.3,14.8,27.5,21.7,60.9,116,6.22,122.6,44.2,55.7,Loamy,40.7,1.85,13.1,0.699,1.67,2022,6,24,175,12.7,5.769827586206896,222.5,2.7737556561085968,0.4543230016313214
2022,Madhya Pradesh,Sagar,Kharif,Soybean,NRC-37,16.78,Irrigated,761.0,14.8,30.0,23.8,64.2,115,6.15,137.7,63.1,17.7,Sandy Loam,46.6,2.02,6.8,0.87,1.58,2022,7,7,188,15.2,6.6173913043478265,218.49999999999997,2.182250396196513,0.12854030501089325
2025,Maharashtra,Pune,Rabi,Wheat,HD-2967,0.55,Rainfed,610.3,19.6,32.8,27.8,66.1,116,6.6,82.1,55.2,113.2,Loamy,25.0,3.12,0.1,0.616,1.88,2025,11,18,322,13.199999999999996,5.261206896551724,250.5,1.48731884057971,1.3788063337393424
2017,Karnataka,Mysuru,Kharif,Rice,Pusa-44,0.56,Drip Irrigated,982.5,20.1,37.4,28.0,66.8,141,5.59,72.7,36.5,59.0,Clay,39.2,4.46,6.7,0.525,2.85,2017,7,16,197,17.299999999999997,6.968085106382978,168.2,1.9917808219178084,0.811554332874828
2022,Maharashtra,Kolhapur,Rabi,Groundnut,GG-20,0.64,Rainfed,613.9,17.5,33.1,26.9,80.5,120,6.45,67.3,51.1,72.6,Sandy Loam,27.7,2.38,15.9,0.656,1.16,2022,11,6,310,15.600000000000001,5.115833333333333,191.0,1.3170254403131114,1.0787518573551262
2018,Maharashtra,Kolhapur,Rabi,Groundnut,TG-37A,4.46,Rainfed,566.5,22.5,37.7,30.5,61.5,106,6.24,159.7,76.0,60.1,Sandy Loam,19.2,2.58,-2.5,0.725,1.4,2018,12,11,345,15.200000000000003,5.34433962264151,295.8,2.1013157894736842,0.3763306199123357
2024,Maharashtra,Kolhapur,Rabi,Wheat,GW-322,1.63,Drip Irrigated,545.5,9.4,25.7,18.0,48.0,142,6.6,115.3,15.5,55.3,Loamy,38.2,4.09,10.3,0.799,3.14,2024,12,3,338,16.299999999999997,3.841549295774648,186.10000000000002,7.438709677419355,0.47961838681699914
2021,Madhya Pradesh,Sagar,Rabi,Wheat,HD-3086,0.99,Drip Irrigated,752.3,10.7,24.4,18.5,45.4,131,6.99,67.8,55.2,35.6,Loamy,44.8,3.79,11.9,0.682,2.49,2021,12,13,347,13.7,5.742748091603053,158.6,1.2282608695652173,0.5250737463126844
2019,Gujarat,Kheda,Kharif,Rice,Swarna,1.33,Rainfed,954.5,18.4,31.8,23.6,76.6,147,4.87,122.4,69.1,78.2,Clay,34.0,3.77,-4.9,0.664,1.93,2019,6,8,159,13.400000000000002,6.493197278911564,269.7,1.771345875542692,0.6388888888888888
2018,Rajasthan,Jaipur,Kharif,Rice,BPT-5204,1.07,Irrigated,1086.8,19.5,33.6,26.5,64.7,134,6.37,74.1,69.6,110.7,Clay Loam,40.1,3.85,-14.5,0.628,2.9,2018,6,4,155,14.100000000000001,8.11044776119403,254.39999999999998,1.0646551724137931,1.493927125506073
2019,Madhya Pradesh,Ujjain,Kharif,Rice,Swarna,0.77,Irrigated,1132.0,19.4,33.6,28.6,79.8,135,5.63,133.5,24.5,16.7,Silty Loam,47.4,4.12,4.6,0.733,3.04,2019,7,29,210,14.200000000000003,8.385185185185184,174.7,5.448979591836735,0.1250936329588015
2019,Gujarat,Kheda,Kharif,Cotton,RCH-2,1.38,Drip Irrigated,821.5,15.2,30.8,24.2,72.9,179,7.08,129.8,37.5,70.6,Black,48.4,1.96,-3.9,0.611,1.5,2019,6,22,173,15.600000000000001,4.589385474860335,237.9,3.4613333333333336,0.5439137134052388
